    1   695.045226  7911.978221 -2592.545218     0
    2   347.522613  7697.197331 -3154.848484     0
    3     0.000000  7482.416442 -3717.151750     0
    4  -347.522613  7697.197331 -3154.848484     0
    5  -695.045226  7911.978221 -2592.545218     0
    6     0.000000  7911.978221 -2592.545218     0
    7  -695.045226  7911.978221  2592.545218     1
    8  -347.522613  7697.197331  3154.848484     1
    9     0.000000  7482.416442  3717.151750     1
   10   347.522613  7697.197331  3154.848484     1
   11   695.045226  7911.978221  2592.545218     1
   12     0.000000  7911.978221  2592.545218     1
   13 -2592.545218  -695.045226  7911.978221     2
   14 -2592.545218     0.000000  7911.978221     2
   15 -2592.545218   695.045226  7911.978221     2
   16 -3154.848484   347.522613  7697.197331     2
   17 -3717.151750     0.000000  7482.416442     2
   18 -3154.848484  -347.522613  7697.197331     2
   19  2592.545218  -695.045226  7911.978221     3
   20  3154.848484  -347.522613  7697.197331     3
   21  3717.151750     0.000000  7482.416442     3
   22  3154.848484   347.522613  7697.197331     3
   23  2592.545218   695.045226  7911.978221     3
   24  2592.545218     0.000000  7911.978221     3
   25  2592.545218  -695.045226 -7911.978221     4
   26  2592.545218     0.000000 -7911.978221     4
   27  2592.545218   695.045226 -7911.978221     4
   28  3154.848484   347.522613 -7697.197331     4
   29  3717.151750     0.000000 -7482.416442     4
   30  3154.848484  -347.522613 -7697.197331     4
   31 -2592.545218  -695.045226 -7911.978221     5
   32 -3154.848484  -347.522613 -7697.197331     5
   33 -3717.151750     0.000000 -7482.416442     5
   34 -3154.848484   347.522613 -7697.197331     5
   35 -2592.545218   695.045226 -7911.978221     5
   36 -2592.545218     0.000000 -7911.978221     5
   37   695.045226 -7911.978221  2592.545218     6
   38   347.522613 -7697.197331  3154.848484     6
   39     0.000000 -7482.416442  3717.151750     6
   40  -347.522613 -7697.197331  3154.848484     6
   41  -695.045226 -7911.978221  2592.545218     6
   42     0.000000 -7911.978221  2592.545218     6
   43  -695.045226 -7911.978221 -2592.545218     7
   44  -347.522613 -7697.197331 -3154.848484     7
   45     0.000000 -7482.416442 -3717.151750     7
   46   347.522613 -7697.197331 -3154.848484     7
   47   695.045226 -7911.978221 -2592.545218     7
   48     0.000000 -7911.978221 -2592.545218     7
   49 -7911.978221  2592.545218   695.045226     8
   50 -7697.197331  3154.848484   347.522613     8
   51 -7482.416442  3717.151750     0.000000     8
   52 -7697.197331  3154.848484  -347.522613     8
   53 -7911.978221  2592.545218  -695.045226     8
   54 -7911.978221  2592.545218     0.000000     8
   55 -7911.978221 -2592.545218  -695.045226     9
   56 -7697.197331 -3154.848484  -347.522613     9
   57 -7482.416442 -3717.151750     0.000000     9
   58 -7697.197331 -3154.848484   347.522613     9
   59 -7911.978221 -2592.545218   695.045226     9
   60 -7911.978221 -2592.545218     0.000000     9
   61  7911.978221  2592.545218  -695.045226    10
   62  7697.197331  3154.848484  -347.522613    10
   63  7482.416442  3717.151750     0.000000    10
   64  7697.197331  3154.848484   347.522613    10
   65  7911.978221  2592.545218   695.045226    10
   66  7911.978221  2592.545218     0.000000    10
