    1     552.59       0.00    7960.00     1     1
    2     276.30     478.56    7960.00     1     1
    3    -276.30     478.56    7960.00     1     1
    4    -552.59       0.00    7960.00     1     1
    5    -276.30    -478.56    7960.00     1     1
    6     276.30    -478.56    7960.00     1     1
    7    1105.19       0.00    7960.00     2     1
    8     978.59     513.61    7960.00     2     1
    9     627.82     909.55    7960.00     2     1
   10     133.22    1097.13    7960.00     2     1
   11    -391.90    1033.37    7960.00     2     1
   12    -827.24     732.87    7960.00     2     1
   13   -1073.07     264.49    7960.00     2     1
   14   -1073.07    -264.49    7960.00     2     1
   15    -827.24    -732.87    7960.00     2     1
   16    -391.90   -1033.37    7960.00     2     1
   17     133.22   -1097.13    7960.00     2     1
   18     627.82    -909.55    7960.00     2     1
   19     978.59    -513.61    7960.00     2     1
   20    1657.78       0.00    7960.00     3     1
   21    1567.95     538.28    7960.00     3     1
   22    1308.22    1018.23    7960.00     3     1
   23     906.72    1387.84    7960.00     3     1
   24     406.96    1607.05    7960.00     3     1
   25    -136.90    1652.12    7960.00     3     1
   26    -665.92    1518.15    7960.00     3     1
   27   -1122.78    1219.67    7960.00     3     1
   28   -1457.97     789.02    7960.00     3     1
   29   -1635.17     272.86    7960.00     3     1
   30   -1635.17    -272.86    7960.00     3     1
   31   -1457.97    -789.02    7960.00     3     1
   32   -1122.78   -1219.67    7960.00     3     1
   33    -665.92   -1518.15    7960.00     3     1
   34    -136.90   -1652.12    7960.00     3     1
   35     406.96   -1607.05    7960.00     3     1
   36     906.72   -1387.84    7960.00     3     1
   37    1308.22   -1018.23    7960.00     3     1
   38    1567.95    -538.28    7960.00     3     1
   39    2210.37       0.00    7960.00     4     1
   40    2146.14     528.98    7960.00     4     1
   41    1957.19    1027.21    7960.00     4     1
   42    1654.49    1465.75    7960.00     4     1
   43    1255.63    1819.10    7960.00     4     1
   44     783.81    2066.73    7960.00     4     1
   45     266.43    2194.25    7960.00     4     1
   46    -266.43    2194.25    7960.00     4     1
   47    -783.81    2066.73    7960.00     4     1
   48   -1255.63    1819.10    7960.00     4     1
   49   -1654.49    1465.75    7960.00     4     1
   50   -1957.19    1027.21    7960.00     4     1
   51   -2146.14     528.98    7960.00     4     1
   52   -2210.37      -0.00    7960.00     4     1
   53   -2146.14    -528.98    7960.00     4     1
   54   -1957.19   -1027.21    7960.00     4     1
   55   -1654.49   -1465.75    7960.00     4     1
   56   -1255.63   -1819.10    7960.00     4     1
   57    -783.81   -2066.73    7960.00     4     1
   58    -266.43   -2194.25    7960.00     4     1
   59     266.43   -2194.25    7960.00     4     1
   60     783.81   -2066.73    7960.00     4     1
   61    1255.63   -1819.10    7960.00     4     1
   62    1654.49   -1465.75    7960.00     4     1
   63    1957.19   -1027.21    7960.00     4     1
   64    2146.14    -528.98    7960.00     4     1
   65    2762.96       0.00    7960.00     5     1
   66    2709.87     539.03    7960.00     5     1
   67    2552.64    1057.34    7960.00     5     1
   68    2297.32    1535.02    7960.00     5     1
   69    1953.71    1953.71    7960.00     5     1
   70    1535.02    2297.32    7960.00     5     1
   71    1057.34    2552.64    7960.00     5     1
   72     539.03    2709.87    7960.00     5     1
   73       0.00    2762.96    7960.00     5     1
   74    -539.03    2709.87    7960.00     5     1
   75   -1057.34    2552.64    7960.00     5     1
   76   -1535.02    2297.32    7960.00     5     1
   77   -1953.71    1953.71    7960.00     5     1
   78   -2297.32    1535.02    7960.00     5     1
   79   -2552.64    1057.34    7960.00     5     1
   80   -2709.87     539.03    7960.00     5     1
   81   -2762.96       0.00    7960.00     5     1
   82   -2709.87    -539.03    7960.00     5     1
   83   -2552.64   -1057.34    7960.00     5     1
   84   -2297.32   -1535.02    7960.00     5     1
   85   -1953.71   -1953.71    7960.00     5     1
   86   -1535.02   -2297.32    7960.00     5     1
   87   -1057.34   -2552.64    7960.00     5     1
   88    -539.03   -2709.87    7960.00     5     1
   89      -0.00   -2762.96    7960.00     5     1
   90     539.03   -2709.87    7960.00     5     1
   91    1057.34   -2552.64    7960.00     5     1
   92    1535.02   -2297.32    7960.00     5     1
   93    1953.71   -1953.71    7960.00     5     1
   94    2297.32   -1535.02    7960.00     5     1
   95    2552.64   -1057.34    7960.00     5     1
   96    2709.87    -539.03    7960.00     5     1
   97    3315.56       0.00    7960.00     6     1
   98    3272.62     531.85    7960.00     6     1
   99    3144.93    1049.93    7960.00     6     1
  100    2935.78    1540.82    7960.00     6     1
  101    2650.60    1991.79    7960.00     6     1
  102    2296.77    2391.19    7960.00     6     1
  103    1883.45    2728.65    7960.00     6     1
  104    1421.35    2995.44    7960.00     6     1
  105     922.45    3184.65    7960.00     6     1
